view_count,answer_count,Query,Intent
3014,2,Dictionary: Map vs Object in JavaScript,genuine
2846,3,"what is means by struct node , linked list in c++",genuine
2809,4,Calculate circular shift pairs in a list,manipulative
2793,3,What&#39;s a good alternative to a hashmap in C?,genuine
2772,2,Create a space-efficient Snapshot Set,manipulative
2755,2,Getting all subsets from subset sum problem on Python using Dynamic Programming,manipulative
2719,2,TypeError: __init__() missing 1 required positional argument: &#39;head&#39; my compiler is giving error at line 51,genuine
2708,4,binary search using for loop in javascript,manipulative
2702,3,Find the smallest positive integer that does not occur in an array,manipulative
2700,1,How to (re)set all values of a map in Dart/Flutter,genuine
2684,2,How to run a code chunk from LeetCode in the local IDE?,genuine
2682,2,Special Number Count,manipulative
2681,3,How to implement Cryptarithmetic using Constraint Satisfaction in C++,manipulative
2673,3,Can a quad-tree be used to accurately determine the closest object to a point?,genuine
2666,1,How to filter through an array of objects and only get the objects whose entries do not equal any entry from another array&#39;s objects?,manipulative
2597,2,Segmentation fault 11 on Macbook m1 chip,genuine
2580,3,Best way to loop through this array to display grouped Angular/html elements?,manipulative
2576,3,Filter nested JSON objects with an array of objects,manipulative
2557,2,How is LRU Caching faster than a hashmap?,genuine
2553,2,invert binary tree in python with recursion,manipulative
2526,3,Is Time complexity O(n) or O(n^2)?,genuine
2518,5,Python: Way to build a dictionary with a variable key and append to a list as the value inside a loop,manipulative
2483,1,Complete binary tree time complexity,genuine
2477,3,How does one retrieve all values from a specific named column from an array of table row like objects?,manipulative
2474,1,Puzzle: Two Adjacent Cells of Opposite Colors,genuine
2468,1,palindrome in linkedList,manipulative
2424,1,Prefix to Post fix using C,manipulative
2411,2,Add missing dates do datetime column in Pandas using last value,manipulative
2394,2,Number of permutation operations to return to original array,manipulative
2393,3,Finding indices of array elements that add up to a target number. What would be a way to optimize my solution?,manipulative
2348,3,How do I copy values from one stack to another?,manipulative
2339,1,Find triplets such that their sum is divisible by 3. Can this be solved in O(n^2) or any other optimization?,manipulative
2305,3,Sum of two prime numbers,manipulative
2304,1,What will be the root after deleting it from a binary search tree?,genuine
2295,1,Add element to listnode in PHP,manipulative
2283,0,Iterative Deepening Search python implementation,manipulative
2271,2,What is the time complexity of the function T(n)=2T(n/4)+O(1)?(Without masters theorem),manipulative
2244,2,How do I check if the move is valid or not made by Knight and Bishop,manipulative
2240,4,"Given an array a[] of size N which contains elements from 0 to N-1, you need to find all the elements occurring more than once in the given array",manipulative
2236,0,how to use flat data source with Angular Material mat-tree?,manipulative
2232,2,string vs integer as map key for memory utilization in golang?,genuine
2227,1,make a for loop for linked list class,manipulative
2211,1,What is a binary fuse filter?,genuine
2175,2,Check whether a given string is palindrome using Deque,manipulative
2168,1,save map locally and use it elsewhere,manipulative
2167,1,"How to draw the binary tree for this input: [1,2,2,3,null,null,3,4,null,null,4]?",manipulative
2162,1,"Time Complexity of traversing n-ary tree seems to have multiple correct answers, which is most correct?",genuine
2157,1,How to convert from any type to std::string in C++,manipulative
2150,2,Cypress capturing snack Bar,genuine
2144,3,is there a heap data structure for java?,genuine
2143,1,C++: Time complexity for vector push_back() - trying to understand the C++ Primer 5th Ed - Stanley Lipmann,genuine
2136,3,Divide and Conquer vs Backtracking,genuine
2117,1,Find maximum sum of subarray with length less than or equal to k in Python,manipulative
2109,3,Maximum number of subarrays having equal sum,manipulative
2105,1,How to build a city/state/country autocomplete?,manipulative
2081,1,UC Berkley CS61B: Data Structures (Free online course) - Project 0: 2048 Game question - METHOD IS GIVING ME NULL POINTER EXCEPTION ERROR,genuine
2066,2,checking balance parenthesis of an expression using stack in c,manipulative
2037,2,How to use built in priority queue in javascript?,manipulative
2021,3,Return Statement from a method/function,manipulative
2012,2,"Efficiently sum max(Ai+Bj, Bi+Aj) over all i, j",manipulative
1990,2,Minimum buses required so that all passengers can reach stop 1,genuine
1988,2,ArrayList &amp; LinkedList Big-O Complexities,manipulative
1984,3,If we check head==null why don&#39;t we check tail==null in Java linkedlist?,genuine
1976,1,Data Structure - Abstract data type VS Concrete data type,genuine
1970,1,Which time-complexity is better O(logM + logN) or O(logM.logN)?,genuine
1965,2,How to implement Pre-order Tree traversal using recursion returning a List of Nodes without making use of Global variables,manipulative
1948,1,Remove/Replace question mark with characters to make string lexicographically smallest,manipulative
1948,1,&#39;NoneType&#39; object has no attribute &#39;value&#39;,genuine
1938,2,how to solve two sum problem with python in O(n) time complexity with an array that include negative integers,manipulative
1938,3,Find Elements occurring odd number of times in a list,manipulative
1931,1,Converting an Adjacency Matrix to an Adjacency List in C,manipulative
1925,0,Find the maximum profit when selling theatre seats,manipulative
1925,1,I keep getting this error &quot;terminate called after throwing an instance of &#39;std::bad_alloc&#39; what(): std::bad_alloc&quot; when I run my code,genuine
1918,1,How can I create a pool of objects in Python?,manipulative
1917,1,Submission and custom input on GeeksForGeeks gives different judge result on same test case,manipulative
1885,2,Binary Search in a sorted array,manipulative
1882,2,Find two numbers in array such that all elements between them is smaller than smallest of two number,manipulative
1874,1,How to find the pair in an array which have maximum gcd,manipulative
1864,0,Efficient programming in R: matrix vs. data.table vs. data.frame,manipulative
1862,2,Comparing two text files and the matches go to a new file,manipulative
1856,2,"Data Structure that performs set(), get(), setAll() in O(1)",manipulative
1845,1,Finding the minimum sum after balancing 2 arrays,manipulative
1836,2,Repeatedly removing the maximum average subarray,manipulative
1831,3,Python type hinting for a generic mutable tuple / fixed length sequence with multiple types,manipulative
1821,1,What is data structure used for Elasticsearch flattened type,genuine
1812,1,Calculating different number of vehicles that a number of wheels can have,genuine
1808,2,Space Complexity in Breadth First Search (BFS) Algorithm,genuine
1805,4,What is Node in haskell?,genuine
1804,2,implementing doubly linked list in C++,manipulative
1803,3,Group and Sort nested Objects using Java Streams,manipulative
1801,1,Longest Increasing Subsequence Problem with Javascript,manipulative
1776,2,Finding the shortest path with only passing specific edge less or equal to one time in Graph,manipulative
1775,2,"a heap with n elements that supports Insert and Extract-Min, Which of the following tasks can you achieve in O(logn) time?",manipulative
1763,1,Is there any map structure with key sorted by value?,genuine
1761,1,Red black trees implementation,manipulative
1740,1,Will a B-tree with preemptive splitting always have the same height for any input order of keys?,genuine
1736,1,solve 8-puzzle problem using A* algorithm in java,manipulative
1731,1,Stack using arrays,manipulative
1704,2,Dijkstra&#39;s algorithm when two edges have same weight,manipulative
1699,1,Filtering the list of objects using the Map in Kotlin,manipulative
1699,1,"Given a string &#39;s&#39; of length n, calculate the number of occurrences of a character &#39;c&#39; of s in all substrings of s",manipulative
1684,2,Maximum Number of comparison in a min heap to Determine Maximum number,manipulative
1675,5,How do I return all possible triplets in the 3Sum problem?,manipulative
1671,2,How to calculate the number of operations in this function?,manipulative
1670,2,How to rename multiple Columns in R?,manipulative
1669,1,Maximum &amp; Minimum of any subarray in constant time,manipulative
1661,1,Finding the Shortest Path Between Certain Points in the Coordinate System in Python,manipulative
1657,4,How can I add elements from an array to an empty object in JavaScript?,manipulative
1656,2,"Are all queues, priority queues? If not, what is the difference?",genuine
1654,3,How to add a property to every object in a nested JSON structure in JavaScript?,manipulative
1641,1,Mapping two arrays two one object in swift,manipulative
1633,1,Most efficient data structure for inserting and sorting,genuine
1633,1,Implementation of a Binary Search Tree in Python with BST Class and Node Class,manipulative
1629,3,"How can I store and retrieve form values as data in local storage, and then display them in the UI?",manipulative
1609,2,"What is the purpose of using nested struct&#39;s in c programming, I can&#39;t think any reason that I should use nested structuers, or should I?",genuine
1608,4,Linked List v.s. Binary Search Tree Insertion Time Complexity,genuine
1601,3,How to make list of object by storing in an array,manipulative
1595,2,LeetCode - 2. Add Two Numbers,manipulative
1594,2,Efficiently insert multiple elements in a list (or another data structure) keeping their order,manipulative
1571,2,Memory-efficient data structure for a set of short bytes-strings,genuine
1561,2,How to find the column count of list of lists in C#?,manipulative
1558,1,When are linked lists preferred over lists?,genuine
1549,1,Typescript : How to group an object of named list of objects by field name,manipulative
1544,2,Creating min heap from array - 2 methods,manipulative
1541,5,When is using a TreeSet faster than a HashSet?,genuine
1535,6,Number of occurrences of digit in numbers from 0 to n,manipulative
1532,2,How much memory python will use to store 64bit integer in list,genuine
1524,1,Pandas: transforming dataframe to nested dictionary,manipulative
1520,2,In array of strings split items (into key-value pairs) and group by common key,manipulative
1520,2,When do we use arrays over vectors in C++ and vice versa?,genuine
1513,1,Template Class in C++ to Implement a Stack,manipulative
1496,2,Finding sum of a sorted array in O(log n) Time Complexity,manipulative
1491,2,Increment two array elements at a time so all equal the max value,manipulative
1488,5,How does one convert a tree like nested data structure of arrays and objects into a list of items with computed/counted id&#39;s and tracked parent id&#39;s?,manipulative
1488,2,Validate a binary search tree using recursion,manipulative
1486,0,Printing_Alice&#39;s library after rearrangement,manipulative
1483,3,Replace all 0&#39;s with 5 || i wrote code but its not working expected| o/p is in reverse order,manipulative
1474,4,Kotlin filtering nested lists with other list,manipulative
1473,0,After what size does HashMap become faster than List?,genuine
1467,2,"An undirected graph having n edges, then find out no. of vertices that graph have?",manipulative
1466,1,How to join or merge List of HashMap in java 8,manipulative
1464,5,How to get original array from random shuffle of an array,
1463,0,How to deal with nested data frames,
1457,2,Python program to make a list even odd parity,
1433,4,Longest common prefix in binary representation,
1430,2,How to find unique values in a vector c++,
1429,1,How to implement iterator for a LinkedList using Kotlin,
1425,4,Getting input from text file and storing into array but text file contains more than 20.000 strings,
1421,3,Find the max sum of removed elements from head or tail?,
1419,1,Is there a more efficient way to create an inverted index from a large text file?,
1419,1,"How does time complexity for weighted quick union is O(lgN)? Please answer in a way as simple as possible, I saw many answers but couldn&#39;t grasp them",
1413,1,How to swap nodes between two Doubly Linked List completely,
1412,3,How to get an intersection of two linked lists?,
1401,1,"How would I store vertex, color, and index data separately? (OpenGL)",
1399,2,how does this.tail.next adds node to this.head?,
1396,3,Running Sum of 1d Array in kotlin,
1395,2,How to transform a .csv string list representation to list?,
1385,3,How do I find the Nth element in a binary search tree?,
1369,3,A string of numbers in random order is given and you have to print them in decimal format in strictly decreasing order,
1364,1,How to print whole stack in C++ in without popping out elements and without loop?,
1357,1,How to map over 2 Array of object in React and render to Table,
1354,2,Is there any practical use case for Sleep Sort?,
1346,1,Finding Height of a node in an AVL Tree for Balance Factor calculation,
1342,3,Recursive digit sum hackerrank javascript runtime error on 3 tests,
1341,2,Why are my ggplot objects getting so large in size?,
1334,2,Use while loop to check a number between two other numbers in python,
1323,2,Removing an entry from hash table,
1322,3,How to find kth smallest element in a BST when the tree may be modified frequently?,
1314,1,Dictionary Implementation in C with using arrays,
1314,3,Change values of array of objects for provided ids,
1307,2,"If stack operations are constant time O(1), what is the time complexity of this algorithm?",
1303,2,What&#39;s the explanation behind logarithmic solution of count total bits in a number?,
1299,2,Fibonacci number using dp in C++,
1297,1,AVL Tree rebalancing algorithm: how to decide between Zig-Zig and Zig-Zag cases?,
1289,1,How to create a hierarchical nested object based on parent-id,
1286,2,Splay Tree Deletion,
1274,1,I modified BFS to find shortest path in weighted undirected graph instead using Dijkstra&#39;s algo and it worked,
1270,1,Best suited data structure for prefix matching search,
1266,1,Python data structures 2D lists,
1266,0,Bounding volume hierarchy traversal in GLSL,
1262,2,Maximum Number of Overlapping Intervals,
1262,0,Data Structures Simple Text Editor,
1260,1,Convert a numpy array to a structured array,
1254,1,What is the data structure best fit for fast lookup and memory efficiency on a collection of Strings?,
1248,2,Understanding a LeetCode recursion problem in Python (322 Coin Change),
1239,2,I can&#39;t understand how the time complexity of following c++ code is calculated?,
1238,0,Get value from a map[string]map[string]interface{} in Golang,
1237,2,Algorithm to find max occurrences of a substring with value of a given function,
1234,4,Data structures for graphs,
1231,1,Minimum number of disconnections,
1230,1,Where is the Ring Buffer in linux kernel networking?,
1228,2,How to maximize the GCD of n positive integers with minimum number of removals from the sequence that represents them?,
1226,2,Merge properties of a list to another based on properties objects,
1223,1,Hybrid algorithm that combines Insertion Sort and Quick Sort,
1218,1,Converting 2-3-4 to Red-Black Tree,
1217,2,Finding key corresponding to max value in c++ map,
1213,4,return the only number in the range that is missing from the array,
1211,1,How to solve Linked list found cycle error,
1210,2,"Sharing variables across recursion calls (lists, sets)",
1208,1,Advantages of linked lists in adjacency representation of a graph,
1193,2,How to turn 2 arrays into an object with key value pairs,
1191,5,javascript Object.assign() without overriding fields,
1187,1,What is the best data structure to represent a conditional list of survey questions?,
1184,1,Angular - Passing FormBuilder values to Array results in empty string values,
1182,2,What&#39;s the best data structure for mapping ranges to values?,
1181,1,How to merge two objects with nested arrays (or subarrays)?,
1180,4,How to generically replace every undefined value within a tree like object structure with the null value?,
1177,2,How do I iterate through two lists simultaneously in Haskell?,
1172,1,Calculating the black height of a red-black tree,
1171,1,What are some good ways to structure data in firebase?,
1166,1,How to filter and sort data-items according to generated rules which themself are part of the data-structure?,
1165,1,How can fast and slow pointers find the first node of loop in a linkedlist?,
1165,3,How to get common elements from three array list optimally?,
1164,0,Infix to postfix conversion using linked list in c,
1161,2,"implement queue using 2 stacks, with constant time complexity",
1156,2,How do I write a function that modifies a list such that all odd elements get duplicated and all even elements removed?,
1156,2,User input linked list,
1153,3,data structure for bidirectional mapping,
1144,2,How to store triangles in kd-tree structure?,
1143,2,How to iterate over every bit of a type in C++,
1141,2,How to have input in Python only take in string and not number or anything else only letters,
1135,4,Replace spaces with string &quot;@40&quot; in c++,
1135,1,Evaluate multi digit expression,
1131,2,"Quicksort algorithm on an array, always choose the last element as pivot",
1129,0,getting error &quot; TypeError: Found non-callable @@iterator &quot; even though the array is inerrable,
1129,4,Transform list of dictionaries into dictionary of lists,
1128,1,Tower of Hanoi Python Iterative,
1126,1,hash function for every data type,
1124,2,How to approach this Dynamic Programming Meal Plan Problem?,
1121,2,leetcode problem #787 &quot;cheapest flights within k stops&quot;,
1121,1,Time complexity of DFS on DAG without using a visited array,
1119,2,Is there any way to use std::cout when calling a function within a class?,
1117,1,Transfer values from one stack to another keeping the same order in C++,
1115,1,For Searching in unsorted Array which is best - linear or binary search,
1111,2,Is the visited array really needed in Dijkstra&#39;s Algorithm using Priority Queue?,
1098,1,How do I return the value of the node before an item is present?,
1097,3,Printing all the paths in a tree from root to each leaf,
1096,1,Manual enqueue and dequeue in Java,
1096,3,Making a menu in linked list,
1095,2,Time complexity of Monotonic stack question,
1095,4,copying array vs copying int cost and performance in c,
1091,1,Simple Linked List: getting an &#39;error - found cycle&#39; in code,
1091,1,Should I balance my AVL trees top-down or bottom-up?,
1089,3,"Print k largest elements in a max heap sized n, in klog(k) complexity",
1089,0,Container for mutable data structure,
1088,1,How to delete exact matched data from nested map in golang,
1087,0,Get full path (as string) from a JavaScript Object,
1086,1,What is a runtime complexity of this sql query?,
1082,2,How to set multiple values at single key in JavaScript,
1081,1,How to handle a tree given in an array of pairs?,
1080,1,Is it legal to use string instead of integer to represent hash value of a string key?,
1078,1,Recurrence Relation to find Big Theta,
1074,3,Music Chairs problem implementation in C++,
1072,4,Algorithm for sorting a stack,
1071,3,Best C++ data structure for fast iteration and fast insertion/removal time,
1068,2,Head value set to null but tail value still gets displayed,
1065,3,how to apply the some array method to a filter search in react,
1064,4,Moving zeros to the beginning of an array,
1059,2,"Implement a queue with push(x), pop() and a pop_max() method",
1052,1,LRU Cache is supposed to be (1) - Why does it contain an O(N) operation and still considered constant time?,
1050,3,Flutter convert a list of maps into a single map,
1049,1,Inserting element into specific index in a Linked List (Javascript),
1047,2,Assign a String value to a String field of a struct without explicit conversion from a &amp;str value in rust,
1046,0,Unhandled Exception: System.InvalidOperationException: Stack empty,
1042,2,Why adjacency list uses array of vectors and not vector of vectors in graphs in c++?,
1041,2,Union of two sorted arrays in c++,
1028,1,Intersections and unions of Bloom filters in Java using the Guava library,
1026,3,Dynamic memory allocation for a 2D array,
1026,2,Why use std::swap instead of assignment for built-in types in a move assignment operator?,
1023,1,Delete smallest node in a linkedlist,
1022,2,"In Python, how to map multiple item to one function/value?",
1017,2,How can i get only the numbers after the decimal in dart,
1016,1,Efficient way to check whether a graph has become disconnected?,
1009,1,How to groupBy an Array of Objects and convert the duplicates,
1009,3,How to get the intersection of two sets while recognizing equal set values/items not only by reference but by their equal structures and entries too?,
1002,3,How to split the list based on the value of the elements,
1000,1,unbalanced binary tree search,
998,2,Store textfield value in Map value,
997,3,Array Manipulation hackerrank solution python,
993,5,Create a nested object with children from array of arrays,
992,1,How can I search for a element in unordered_set of pairs on the basis of first element&gt;,
991,1,Skip list implementation python,
990,1,What is the use of ConcurrentLinkedQueue?,
989,4,Can I use HashMap of characters in place of String?,
987,2,Sort the order of rows based on the column names of another dataframe,
986,4,Insert after specific element in LinkedList java,
986,2,Why do we need stacks when we already have vectors which are even more powerful?,
983,5,Unable to make &quot;head or tail&quot; of a doubly linked list,
983,1,Change my Linked List implentation to work on Leetcode problems?,
983,1,C++: Cannot convert string to char*?,
980,4,Minimum transfer to make array equal,
980,1,Stack implementation by resizing the stack size,
975,1,"How can I declare, initialize and update a dictionary writable svelte/store variable?",
971,1,What is the best way to store data from text file into C++ in order to Edit,
970,3,Add 2 list of objects and remove duplicate(all but one field different) elements from the final list,
970,1,Level Order Binary Tree Traversal Implementation with Queue,
967,1,How to update an object&#39;s nested value by its property path?,
965,4,How to approach and understand a math related DSA question,
962,1,PySpark StructField StringType or TimestampType,
960,4,What is the best method to implement prime number hashing?,
960,2,Insert method in Binary Search Tree,
959,1,What is the space complexity of my code? (Linked List),
957,1,Recursive Function Uncaught RangeError: Maximum call stack size exceeded,
956,1,Text search in OCRed documents with bounding box info for words/lines/characters,
956,2,"Loop through a nested Object until a certain value is found, Trees",
950,1,What sorted data structures does java have?,
949,1,Any another way flatten array and remove null value from array in javascript,
948,2,Why does indexing and slicing seem to change the way the dataframe looks in pandas,
943,1,Tweepy: about accessing the &quot;id&quot; of a user after a Pagination response,
943,1,I don&#39;t understand how nodes work in a linked list,
942,2,How can I represent data like a dictionary but with duplicate keys?,
942,1,Largest value in each level of a binary tree,
941,2,Binary Search Tree Insertion method in Ruby,
940,3,Product of Array Except Self (Leetcode),
939,1,Implement a Stack Using Linked List in Python,
937,2,Peg jump puzzle in Python,
935,1,Algorithm to calculate time intervals,
935,4,How to use the map::find() method for a nested map?,
934,1,Sort entire Linked List into Ascending order based on String Value - Python,
934,2,Counting derangements efficiently (the number of permutations of n elements with no fixed points),
931,1,malloc(): memory corruption (fast),
929,1,Building clean and flexible binary trees in Rust,
928,1,How do I delete the first node of a Linked List?,
926,2,Inserting into data structure in O(1) time while maintaining index order,
926,2,Image Quantization with quantums Algorithm question,
925,2,Group Javascript objects in array with same key and adding new array,
925,2,Check if string contains pattern (with respect to one-to-one symbols mapping),
923,5,How to aggregate data from a python list to a dictionary?,
921,1,Vector of vectors memory layout,
918,1,C# Compare two Arrays and perform Action on Matches,
917,1,Finding Path to a Node - Tree with multiple children,
917,1,How to store string with tabs in a list in python,
913,1,Ordered data structure with O(1) lookup and allowed duplicates in python,
911,1,Optimal way of transforming flat map to nested data structure using React.js?,
906,2,Firestore - How to structure data the most efficient way?,
906,3,NodeJs How to convert parent-child json array to json-object with key-id and value array of all childes,
904,3,How to convert circular linked list into singly linked list,
904,1,How to filter Data in Firebase v9,
903,1,"Given an array of n points, the distance between two points is defined as min(abs(x1-x2), abs(y1-y2)) . find kth minimum distance",
901,1,Save data to hdf5 (e.g. from pandas df) with structure copied from another hdf5-file,
900,2,leetcode 110. Balanced Binary Tree，Problems with balanced tree code,
898,2,How do you handle time limit exceeded errors in leetcode?,
897,0,Determine the maximum count of substrings that can be formed by cutting maximum length substring with at most K distinct characters from the starting,
895,1,How to get min and max value from a linked list using recursive function?,
893,1,Traversing an object tree in javascript,
893,1,Can&#39;t get data out of ordered dictionary,
893,1,How to loop the getline function in C++,
891,2,"Do recursive functions use twice as much memory as their iterative counterparts in C, in most cases?",
890,1,Is there high performance data structure for sparse bit map set semantic queries?,
886,2,"Flatten a deeply nested data structure of arrays, objects + strings into a list of data items while mapping the former parent-child relationship too",
886,1,Multisets in Python,
884,3,Splitting list in Python if two elements are next to each other,
880,1,Implementing a simple quad tree for searching points within a rectangle,
880,0,How to create a path drawing algorithm to display specific landmarks of a face mesh in Landmark Detection with Tensorflow.JS and React?,
879,1,HashMap returns null when fetching with present key object with same hashCode value and equals = true,
879,4,Convert vector of strings into hash-map in Clojure,
877,1,Remove Duplicates from Sorted Array in O(1) Space,
875,1,C++ map custom comparator using multiple object properties,
874,3,Return min. and max. value simultaneously of an array using minimum number of comparisons,
873,2,How to split the large text file into records based on the row size in Python or PySpark,
873,2,Heterogeneous Binary Search Tree,
872,1,Faster way to find overlapping position in 2D Arrays,
870,2,Counting Nested Ranges,
869,2,Removing a Node from a Graph,
869,1,Find the Big Theta (Θ) value for a given function,
868,3,How to use head while iterating through a linked list?,
867,1,pseudocode to store the elements of a linked list in reverse order,
867,2,Find sum of elements within the area of 45 degree rotated rectangle,
867,3,Initializing an array in Java in O(1) time,
867,1,Insert and Search in Trie data structure in Java,
866,1,How to use double pointers in binary search tree data structure in C?,
865,1,Maximising the number of moves of &quot;1&quot; to segregate them to the right of the input string,
865,3,How to check if the given Node is the root of a BST in Python?,
864,1,Tuple v/s StaticVectors in Julia,
863,2,Getting N element from Priority Queue after first M elements,
863,1,How to know which function has complexity of log n,
862,2,Nested struct in a struct,
859,3,I can&#39;t access the fields on a struct array,
858,2,groupby in dictionary in C#,
852,1,Iterating over a QHash VS std::unordered_map,
852,2,Efficient way of Square of a Sorted Array,
851,0,Getting ambiguous error for Vector. How to Fix it?,
851,3,Filter an Object and Return Key in Typescript,
851,1,Why is there logarithm (and the square root) in the UCB formula of Monte Carlo Tree Search?,
847,1,"Priority Queue in JavaScript, I am not able to add more than one node",
846,2,What&#39;s the reason for the comparisonValue argument in the ConcurrentDictionary.TryUpdate method?,
846,1,N*2^N vs N*N Time complexity,
844,5,How can i find a value of a particular key in another Map with non-primitive data type in java?,
843,2,How to reverse a doubly linked list?,
842,1,Python - get object with latest date as a value to attribute in list,
840,3,How do I separate lat-long coordinate strings into two columns?,
838,2,How to round an integer to the nearest hundred in Javascript?,
835,1,Do indexed priority queues actually speed up dijkstra?,
834,4,When and why to use hash tables in CL instead of a-lists?,
834,1,Big-O of a summation of i^k,
833,2,Can someone explain this While loop in a linked list to me?,
832,2,Convert column (object of objects) into a row (array of objects),
829,1,Is there a way to change specific &quot;sets&quot; of edges colors in my graph? Is there also a way to add a node with no edges? Networkx,
829,1,Generate a data-structure visualisation from JSON object to indicate get an overview of objects and relations,
829,1,Deleting a node with two children in BST,
828,1,Warning message: In log(t.dat) : NaNs produced even with na.omit=T,
826,2,Deleting a Node in a Doubly Linked List at a specfic index in java,
826,0,What are the Leftmost and Rightmost nodes of a Binary Tree?,
825,4,find pairs of numbers where cube is equal to square,
825,2,"traverses a tree data structure and prints the contents in the specified format - javascript, typescript",
824,1,"A data structure that supports get(i), remove(i) and add(i, e) in O(1) time",
820,1,What algorithm can be used to schedule meetings based on availability,
820,5,Implement a Comparator to sort list of integers on the basis of number of &#39;5&#39; digits integers contain,
816,3,Remove Duplicates from Sorted Array LeetCode problem,
815,1,"process Q queries of type l, r. For each query determine the number of unique integers appearing in the range from l to r in the sequence described",
813,1,Average time complexity of open addressing,
812,2,Using of map or Max by in kotlin,
810,2,How to append a data item to a deep nested array while keeping the original response data structure immutable?,
810,1,Nested grouping by one or more levels,
809,1,If f(n) = Θ(g(n)) does that f(n) is asymptotically equal to g(n)?,
809,1,Saving data from a file to a struct in c,
807,1,How many kinds of tags are there in leetcode?,
807,1,How to implement stack data structure to range extraction (codewars task)?,
805,2,Group pairs of elements based on connecting element in C++,
805,1,What kind of Data Structure is an Array in Javascript? Array or List?,
803,2,C++: Can&#39;t add a char array to a deque?,
802,4,how to subtract two different times in flutter,
801,1,Not understanding big O notation O(∑ i=0 n−1 (∑ j=i+1 n (j−i)))=O(∑ i=0 n−1 2 (1+n−i)(n−i))=O(n^3),
801,1,Overload operator() and variadic templates,
800,2,How to get the level of a node in binary tree using python?,
